text,cmp_code,id,immigration_related
We want to join them.,602.1,51902_201912,TRUE
"We have introduced new opportunities to encourage migrants to settle in regional Australia, granting more than 48,000 visas since their introduction in 2019.",602.2,63810_202205,TRUE
We are proud so many of us are Australians by choice.,607.2,63320_201607,TRUE
"abolish temporary protection visas (TPV) and safe haven enterprise visas (SHEV) and provide permanent protection for people, with the safety nets and opportunities that permanent visas provide, so that they can rebuild their lives in Australia for the long-term;",602.2,63110_202205,TRUE
"There are now about 700 community language schools across the country, teaching around 100,000 students in over 80 languages.",607.2,63320_201905,TRUE
"A re-elected Coalition Government will build on Australia’s successful pandemic response and recovery by targeting young, highly-skilled and motivated migrants to contribute to Australia:",602.2,63621_202205,TRUE
"And, our increased health investment comes despite Westminster reducing Scotland’s fiscal resource budget by £1.5 billion (5%) in real terms between 2010/11 and 2019/20.",602.1,51902_201912,TRUE
Abolish the Australian Border Force and Operation Sovereign Borders,602.2,63110_202205,TRUE
"We believe there should be an additional route for migration to Scotland, alongside UK routes, by means of a Scottish Visa.",602.2,51902_201912,TRUE
Deliver better government services to people from culturally diverse backgrounds.,607.2,63620_201905,TRUE
"To work towards that end, we will: Develop a new Whole of Government Migrant Integration Strategy, and ringfence funding for its effective implementation.",607.2,53110_202002,TRUE
"The UK, Singapore, New Zealand, Ireland and a number of other countries have all created specific visa policies to attract a growing pool of early-stage entrepreneurs.",602.2,63320_201607,TRUE
Understanding the financial implications,607.2,63621_201905,TRUE
"We acted swiftly during the Afghanistan crisis in August 2021, evacuating more than 4,500 people to safety from Kabul.",602.2,63620_202205,TRUE
"•new powers, beyond those being repatriated, including, but not limited to immigration;",602.2,51902_201706,TRUE
We are also providing generous visa support to Ukrainians fleeing Russian aggression.,602.2,63620_202205,TRUE
"We have a moral imperative to right the wrongs of the past, including using our influence and wealth to help alleviate suffering and redress global power imbalances.",602.1,51110_201912,TRUE
"We are delivering record funding for students attending state government, independent and Catholic schools, as well as early learning and child care.",607.2,63620_201905,TRUE
including help learning English and gaining necessary education or employment skills.,607.2,63621_201905,TRUE
Here are our key pledges and the issues that SNP MPs will prioritise:,602.1,51902_201912,TRUE
and enables us to better understand and more effectively compete with the rest of the world.,602.2,61620_202011,TRUE
The Coalition has also restored integrity to the Refugee and Humanitarian Programme.,602.2,63810_201607,TRUE
Labor will double the number of Indigenous Rangers working under the Working on Country Program.,607.2,63320_201607,TRUE
"En matière de relations internationales, le Québec a pour politique officielle la doctrine Gérin-Lajoie.",602.1,62901_201910,TRUE
and enriches our society.,602.2,61320_202011,TRUE
"We will continue to improve access to services for migrants, refugees and humanitarian arrivals.",602.2,63621_202205,TRUE
This will help ensure reciprocal treatment for UK citizens living in the EU.,602.2,51320_201912,TRUE
"Migrants make a valuable and important contribution to Welsh life, both economically and culturally.",602.2,51901_201912,TRUE
The Coalition Government has committed to providing a permanent visa pathway at the end of three years for those who wish to settle in Australia permanently.,602.2,63621_202205,TRUE
But we also have a duty to the people of Wales to protect their interests in the institutions that currently exist.,602.1,51901_201912,TRUE
"However, SNP MPs have worked hard to stand up for Scotland and will continue to do so.",602.1,51902_201912,TRUE
"To help businesses fill vacancies that cannot be filled by Canadians, we will rework the Temporary Foreign Workers Program to better align it with domestic needs.",602.2,62623_201910,TRUE
"We will oppose in all its forms the ‘hostile environment’ of the UK immigration system,",602.2,51902_201912,TRUE
These recommendations reﬂect many of the public submissions made to the Senate inquiry by expert stakeholders and migrant families alike.,602.2,63110_202205,TRUE
"As people in Canada grow older and family sizes grow smaller, many businesses and communities struggle to find enough workers, putting the services people rely on – and Canada’s strong economy – at risk.",602.2,62420_201910,TRUE
Coalition Governments have contributed to our multicultural success over many decades.,607.2,63621_201905,TRUE
We believe the Common Travel Area should be placed on a formal legal basis.,602.1,51430_201912,TRUE
"As we set out in chapter one, we will ensure digital businesses have access to the best talent from overseas to compete with anywhere in the world.",602.2,51620_201706,TRUE
and end the ‘hostile environment’ that caused the Windrush scandal of British citizens being deported.,602.2,51320_201912,TRUE
An area like aged care is a good example.,607.2,63621_201905,TRUE
"Speed up family reunification, especially reuniting children with their parents.",602.2,62110_201910,TRUE
The Pacific Australia Labour Mobility Pacific Labour Scheme program (PALM–PLS) allows Pacific nationals to work in Australia for between one and four years in rural and regional Australia.,602.2,63320_202205,TRUE
"Successive British Governments have been clear they will seek to protect their wider state interests in relation to addressing the past and in multiple ways, they will resist accountability.",602.1,51340_201912,TRUE
It was left to the Coalition to take the difficult but necessary decisions to regain control of our borders and restore the integrity of our migration program.,602.2,63620_201905,TRUE
